kdrama_name,tags
Black Knight: The Man Who Guards Me, immortal
Black Knight: The Man Who Guards Me, enemies to lovers 
Blade Man,company president ceo male lead
Blade Man, anger issues
Blade Man, nice female lead
Blade Man, overbearing ceo
Blade Man, fatherson relationship
Blade Man, special power
Blade Man, bossemployee relationship
Blade Man, secretary male lead
Blade Man, selfless female lead
Blade Man, controlling parent 
Blessing of the Sea,childhood friends relationship
Blessing of the Sea, workplace setting
Blessing of the Sea, pianist male lead
Blessing of the Sea, cheerful female lead
Blessing of the Sea, competent male lead
Blessing of the Sea, based on folk story
Blessing of the Sea, workplace romance
Blessing of the Sea, nice female lead
Blessing of the Sea, tetrachromatic
Blessing of the Sea, color blindness 
Blind,hacker supporting character
Blind, judge male lead
Blind, team leader supporting character
Blind, detective fiction
Blind, detective male lead
Blind, perfectionist male lead
Blind, social workers
Blind, investigation
Blind, suspense 
Blood,interspecies romance
Blood, genetic manipulation
Blood, childhood acquaintance
Blood, smart female lead
Blood, orphan male lead
Blood, smart male lead
Blood, superhuman strength
Blood, revenge
Blood, healing power
Blood, drama 
Blooded Palace: The War of Flowers,dark fiction
Blooded Palace: The War of Flowers, femme fatale
Blooded Palace: The War of Flowers, historical fiction
Blooded Palace: The War of Flowers, qing dynasty
Blooded Palace: The War of Flowers, antihero
Blooded Palace: The War of Flowers, harem
Blooded Palace: The War of Flowers, joseon dynasty 
Bloody Heart,power struggle
Bloody Heart, strong female lead
Bloody Heart, royalty
Bloody Heart, joseon dynasty
Bloody Heart, revenge
Bloody Heart, palace setting
Bloody Heart, queen dowager supporting character
Bloody Heart, concubine female lead
Bloody Heart, king male lead
Bloody Heart, historical fiction 
Bloody Romance,soldier female lead
Bloody Romance, famous male lead
Bloody Romance, north and south korea
Bloody Romance, tough female lead 
Blossom Sisters,unhealthy mains relationship
Blossom Sisters, multigenerational
Blossom Sisters, marriage of convenience
Blossom Sisters, birth secret
Blossom Sisters, multiple couples 
Blow Breeze,childhood friends relationship
Blow Breeze, secondary couple
Blow Breeze, grandpagrandson relationship
Blow Breeze, fake identity
Blow Breeze, evil daughterinlaw
Blow Breeze, selfish mother
Blow Breeze, fake daughter
Blow Breeze, family reunion
Blow Breeze, family dispute
Blow Breeze, smart female lead 
Blue Birthday,time travel
Blue Birthday, death
Blue Birthday, first love
Blue Birthday, web series
Blue Birthday, mystery
Blue Birthday, suicide
Blue Birthday, secret crush
Blue Birthday, unrequited love
Blue Birthday, love triangle
Blue Birthday, hidden identity 
Bodyguard,bodyguard male lead
Bodyguard, brothersister relationship 
Born Again,fated love
Born Again, reincarnation
Born Again, love triangle
Born Again, fate
Born Again, cold manwarm woman
Born Again, character development
Born Again, death
Born Again, s
Born Again, heart disease
Born Again, second chance 
Bossam: Steal the Fate,joseon dynasty
Bossam: Steal the Fate, poor male lead
Bossam: Steal the Fate, nice male lead
Bossam: Steal the Fate, riches to rags
Bossam: Steal the Fate, hidden identity
Bossam: Steal the Fate, remarriage
Bossam: Steal the Fate, fatherson relationship
Bossam: Steal the Fate, love triangle
Bossam: Steal the Fate, kidnapping
Bossam: Steal the Fate, wrongfully accused 
Boys Over Flowers,rich manpoor woman
Boys Over Flowers, adapted from a manga
Boys Over Flowers, school bullying
Boys Over Flowers, love triangle
Boys Over Flowers, high school
Boys Over Flowers, mean male lead
Boys Over Flowers, evil parental figure
Boys Over Flowers, reverseharem
Boys Over Flowers, male chases female first
Boys Over Flowers, first love 
Brain,doctor female lead
Brain, doctor male lead
Brain, cold male lead
Brain, disease
Brain, brain surgery
Brain, motherson relationship
Brain, cold manwarm woman
Brain, love triangle 
Bravo My Life,death of a grandmother
Bravo My Life, death of a brother
Bravo My Life, photographer male lead
Bravo My Life, single mother female lead
Bravo My Life, raised by aunt
Bravo My Life, chasing a dream
Bravo My Life, studied abroad
Bravo My Life, adopted male lead
Bravo My Life, positive female lead
Bravo My Life, hit and run 
"Bravo, My Life",death of a grandmother
"Bravo, My Life", death of a brother
"Bravo, My Life", photographer male lead
"Bravo, My Life", single mother female lead
"Bravo, My Life", raised by aunt
"Bravo, My Life", chasing a dream
"Bravo, My Life", studied abroad
"Bravo, My Life", adopted male lead
"Bravo, My Life", positive female lead
"Bravo, My Life", hit and run 
"Bravo, My Love!",rich manpoor woman
"Bravo, My Love!", family
"Bravo, My Love!", love triangle
"Bravo, My Love!", exspouse relationship
"Bravo, My Love!", nice exhusband
"Bravo, My Love!", controlling parent
"Bravo, My Love!", goofy male lead
"Bravo, My Love!", second chance romance
"Bravo, My Love!", soap opera
"Bravo, My Love!", infidelity 
Bridal Mask,japanese colonial rule
Bridal Mask, hidden identity
Bridal Mask, rebellion
Bridal Mask, revenge
Bridal Mask, love triangle
Bridal Mask, murder
Bridal Mask, first love
Bridal Mask, adapted from a manhwa
Bridal Mask, investigation
Bridal Mask, drama 
Bride of the Century,arranged marriage
Bride of the Century, rich manpoor woman
Bride of the Century, rich male lead
Bride of the Century, orphan female lead
Bride of the Century, strong female lead
Bride of the Century, star crossed lovers
Bride of the Century, doppelganger
Bride of the Century, double identity
Bride of the Century, lovehate relationship
Bride of the Century, love triangle 
Bride of the Sun,soap opera 
Brilliant Heritage,multiple couples
Brilliant Heritage, moneyobsession
Brilliant Heritage, second chance
Brilliant Heritage, death of a mother
Brilliant Heritage, big family
Brilliant Heritage, soap opera
Brilliant Heritage, death
Brilliant Heritage, contract relationship 
Brilliant Legacy,multiple couples
Brilliant Legacy, moneyobsession
Brilliant Legacy, second chance
Brilliant Legacy, death of a mother
Brilliant Legacy, big family
Brilliant Legacy, soap opera
Brilliant Legacy, death
Brilliant Legacy, contract relationship 
"Bring It On, Ghost",ghost
"Bring It On, Ghost", ghostseeing male lead
"Bring It On, Ghost", strong female lead
"Bring It On, Ghost", exorcism
"Bring It On, Ghost", strong male lead
"Bring It On, Ghost", interspecies romance
"Bring It On, Ghost", nice male lead
"Bring It On, Ghost", badass female lead
"Bring It On, Ghost", adapted from a webtoon
"Bring It On, Ghost", sassy female lead 
Bubble Gum,childhood friends relationship
Bubble Gum, korean medicine doctor
Bubble Gum, radio personality
Bubble Gum, childhood connection
Bubble Gum, exboyfriend comes back
Bubble Gum, male chases female first
Bubble Gum, nice male lead
Bubble Gum, slow burn romance
Bubble Gum, family
Bubble Gum, friendship 
Bubbly Lovely,obsessive female lead
Bubbly Lovely, single mother
Bubbly Lovely, heart transplant
Bubbly Lovely, disapproving parent
Bubbly Lovely, deception
Bubbly Lovely, jealousy
Bubbly Lovely, motherson relationship
Bubbly Lovely, death
Bubbly Lovely, family pressure
Bubbly Lovely, forgiveness 
Bulgasal: Immortal Souls,curse
Bulgasal: Immortal Souls, reincarnation
Bulgasal: Immortal Souls, revenge
Bulgasal: Immortal Souls, immortal
Bulgasal: Immortal Souls, hidden identity
Bulgasal: Immortal Souls, found family
Bulgasal: Immortal Souls, suspense
Bulgasal: Immortal Souls, dark fiction
Bulgasal: Immortal Souls, grudge
Bulgasal: Immortal Souls, death 
Business Proposal,bossemployee relationship
Business Proposal, secondary couple
Business Proposal, cheerful female lead
Business Proposal, fake identity
Business Proposal, blind date
Business Proposal, contract relationship
Business Proposal, sismance
Business Proposal, double identity
Business Proposal, company president ceo male lead
Business Proposal, rich male lead 
Café Minamdang,adapted from a web novel
Café Minamdang, eccentric female lead
Café Minamdang, fraud
Café Minamdang, investigation
Café Minamdang, prosecutor supporting character
Café Minamdang, former detective supporting character
Café Minamdang, police inspector supporting character
Café Minamdang, police inspector female lead
Café Minamdang, barista supporting character
Café Minamdang, chief of police supporting character 
Call My Agent!,nonmdl remake
Call My Agent!, workplace setting
Call My Agent!, workaholic female lead
Call My Agent!, office worker female lead
Call My Agent!, office worker male lead
Call My Agent!, talent agent female lead
Call My Agent!, talent agent male lead
Call My Agent!, team leader female lead
Call My Agent!, team leader male lead
Call My Agent!, hottempered female lead 
"Can We Fall in Love, Again?",school friends relationship
"Can We Fall in Love, Again?", nice exhusband
"Can We Fall in Love, Again?", first love returns
"Can We Fall in Love, Again?", divorced female lead
"Can We Fall in Love, Again?", carreer female lead
"Can We Fall in Love, Again?", damsel in distress
"Can We Fall in Love, Again?", evil motherinlaw
"Can We Fall in Love, Again?", multiple mains
"Can We Fall in Love, Again?", teenage pregnancy
"Can We Fall in Love, Again?", motherson relationship 
Can We Get Married?,bickering couple
Can We Get Married?, family pressure
Can We Get Married?, marriage
Can We Get Married?, secondary couple
Can We Get Married?, steamy kiss
Can We Get Married?, motherdaughter relationship
Can We Get Married?, sexual content
Can We Get Married?, multiple couples
Can We Get Married?, lovehate relationship
Can We Get Married?, unrequited love 
Can't Lose,lovers to enemies
Can't Lose, married couple
Can't Lose, divorce
Can't Lose, lovehate relationship 
Can't Stand Anymore,
Capital Scandal,japanese colonial rule
Capital Scandal, s
Capital Scandal, friendship
Capital Scandal, strong female lead
Capital Scandal, motherdaughter relationship
Capital Scandal, historical fiction 
Casino,
Catch the Ghost,impulsive female lead
Catch the Ghost, teamwork
Catch the Ghost, nice male lead
Catch the Ghost, strong female lead
Catch the Ghost, strong male lead
Catch the Ghost, smart female lead
Catch the Ghost, character development
Catch the Ghost, lovehate relationship
Catch the Ghost, autism
Catch the Ghost, bossemployee relationship 
Cheat on Me If You Can,marriage
Cheat on Me If You Can, eccentric female lead
Cheat on Me If You Can, infidelity
Cheat on Me If You Can, successful male lead
Cheat on Me If You Can, older womanyounger man
Cheat on Me If You Can, investigation
Cheat on Me If You Can, successful female lead
Cheat on Me If You Can, student
Cheat on Me If You Can, tv host supporting character
Cheat on Me If You Can, police department setting 
Cheer Up,campus setting
Cheer Up, cheerful female lead
Cheer Up, diligent female lead
Cheer Up, bright female lead
Cheer Up, university
Cheer Up, poor female lead
Cheer Up, student
Cheer Up, character development
Cheer Up, investigation
Cheer Up, school 
Cheer Up!,campus setting
Cheer Up!, cheerful female lead
Cheer Up!, diligent female lead
Cheer Up!, bright female lead
Cheer Up!, university
Cheer Up!, poor female lead
Cheer Up!, student
Cheer Up!, character development
Cheer Up!, investigation
Cheer Up!, school 
"Cheer Up, Mr. Kim!",single father
"Cheer Up, Mr. Kim!", housekeeper
"Cheer Up, Mr. Kim!", family relationship
"Cheer Up, Mr. Kim!", adoption
"Cheer Up, Mr. Kim!", rich womanpoor man
"Cheer Up, Mr. Kim!", north korean 
Cheese in the Trap,adapted from a webtoon
Cheese in the Trap, rich male lead
Cheese in the Trap, stalking
Cheese in the Trap, possessive male lead
Cheese in the Trap, love triangle
Cheese in the Trap, male chases female first
Cheese in the Trap, university
Cheese in the Trap, rich manpoor woman
Cheese in the Trap, hardworking female lead
Cheese in the Trap, smart female lead 
Cheongdam-dong Alice,rivalry
Cheongdam-dong Alice, eccentric male lead
Cheongdam-dong Alice, fashion industry
Cheongdam-dong Alice, lying
Cheongdam-dong Alice, rags to riches
Cheongdam-dong Alice, rich manpoor woman
Cheongdam-dong Alice, marriage 
Cheongdam-dong Scandal,businessman
Cheongdam-dong Scandal, scandal
Cheongdam-dong Scandal, conglomerate
Cheongdam-dong Scandal, business rivalry
Cheongdam-dong Scandal, scheme
Cheongdam-dong Scandal, soap opera
Cheongdam-dong Scandal, deception
Cheongdam-dong Scandal, jealousy
Cheongdam-dong Scandal, lying
Cheongdam-dong Scandal, kidnapping 
Cheo Yong,ghostseeing male lead
Cheo Yong, ghost
Cheo Yong, investigation
Cheo Yong, spirit possession
Cheo Yong, death
Cheo Yong, murder
Cheo Yong, attempted murder
Cheo Yong, attempted suicide
Cheo Yong, revenge
Cheo Yong, attempted assault 
Chicago Typewriter,reincarnation
Chicago Typewriter, hardworking male lead
Chicago Typewriter, hardworking female lead
Chicago Typewriter, strong female lead
Chicago Typewriter, successful male lead
Chicago Typewriter, bromance
Chicago Typewriter, flashback to past
Chicago Typewriter, tragic past
Chicago Typewriter, character development
Chicago Typewriter, patriotism 
Chief of Staff,corruption
Chief of Staff, workplace setting
